Category,Question,1,2,3,4,Answer,Explanation,Trial,Subcategory,Image,ID
Behavioral Science,Which defense mechanism is involved in taking negative thoughts and channeling them into productive behaviors?,Sublimation,Displacement,Reaction formation,Regression,1,"There are many types of defense mechanisms utilized by the mind. Denial is refusing to believe something occurred, projection is attributing negative thoughts onto a different object., rationalization is utilizing a justification for thoughts/behaviors, regression is digressing to a previous life stage, repression is blocking out negative thoughts, reaction formation is the opposite defense mechanism, displacement is taking negative thoughts out on a different target, and sublimation is taking negative thoughts and channeling them into productive behaviors.",No,Personality and Emotion,P246,A1945
Behavioral Science,Which of the following are part of Cluster A personality disorders?,Paranoid,Schizoid,Schizotypal,All of the above,4,"The Cluster A personality disorders are known as the ""odd/eccentric"" cluster. These include paranoid, schizotypal, and schizoid. The Cluster B personality disorders are known as the ""dramatic/emotional"" cluster. These include borderline, histrionic, antisocial, and narcissistic. The Cluster C personality disorders are known as the ""anxious/fearful"" cluster. These include avoidant, obsessive-compulsive, and dependent.",No,Personality and Emotion,P233,A1946
Behavioral Science,Which of the following is not part of Cluster A personality disorders?,Paranoid,Borderline,Schizoid,Schizotypal,2,"The Cluster A personality disorders are known as the ""odd/eccentric"" cluster. These include paranoid, schizotypal, and schizoid. The Cluster B personality disorders are known as the ""dramatic/emotional"" cluster. These include borderline, histrionic, antisocial, and narcissistic. The Cluster C personality disorders are known as the ""anxious/fearful"" cluster. These include avoidant, obsessive-compulsive, and dependent.",No,Personality and Emotion,P233,A1947
Behavioral Science,Which of the following is part of Cluster C personality disorders?,Avoidant,Dependent,Obsessive-compulsive,All of the above,4,"The Cluster A personality disorders are known as the ""odd/eccentric"" cluster. These include paranoid, schizotypal, and schizoid. The Cluster B personality disorders are known as the ""dramatic/emotional"" cluster. These include borderline, histrionic, antisocial, and narcissistic. The Cluster C personality disorders are known as the ""anxious/fearful"" cluster. These include avoidant, obsessive-compulsive, and dependent.",Yes,Personality and Emotion,P233,A1948
Behavioral Science,Which of the following is not part of Cluster C?,Avoidant,Dependent,Antisocial,Obsessive-compulsive,3,"The Cluster A personality disorders are known as the ""odd/eccentric"" cluster. These include paranoid, schizotypal, and schizoid. The Cluster B personality disorders are known as the ""dramatic/emotional"" cluster. These include borderline, histrionic, antisocial, and narcissistic. The Cluster C personality disorders are known as the ""anxious/fearful"" cluster. These include avoidant, obsessive-compulsive, and dependent.",No,Personality and Emotion,P233,A1949
Behavioral Science,Which of the following is not part of Cluster B?,Antisocial,Paranoid,Borderline,Narcissistic ,2,"The Cluster A personality disorders are known as the ""odd/eccentric"" cluster. These include paranoid, schizotypal, and schizoid. The Cluster B personality disorders are known as the ""dramatic/emotional"" cluster. These include borderline, histrionic, antisocial, and narcissistic. The Cluster C personality disorders are known as the ""anxious/fearful"" cluster. These include avoidant, obsessive-compulsive, and dependent.",No,Personality and Emotion,P233,A1950
Behavioral Science,Which of the following is not part of Cluster B?,Avoidant,Antisocial,Borderline,Histrionic ,1,"The Cluster A personality disorders are known as the ""odd/eccentric"" cluster. These include paranoid, schizotypal, and schizoid. The Cluster B personality disorders are known as the ""dramatic/emotional"" cluster. These include borderline, histrionic, antisocial, and narcissistic. The Cluster C personality disorders are known as the ""anxious/fearful"" cluster. These include avoidant, obsessive-compulsive, and dependent.",Yes,Personality and Emotion,P233,A1951
Behavioral Science,Which of the following therapies is most likely to use desensitization?,CBT,Psychoanalytic,Humanistic therapy,All of the above,1,"CBT is the therapy that it most likely to use desensitization, psychoanalysis will use dream analysis or free association, and humanism is the most likely to use unconditional positive regard.",Yes,Personality and Emotion,P245,A1952
Behavioral Science,Which of the following is most likely to use free association as a therapy technique?,CBT,Psychoanalytic,Humanistic therapy,All of the above,2,"CBT is the therapy that it most likely to use desensitization, psychoanalysis will use dream analysis or free association, and humanism is the most likely to use unconditional positive regard.",No,Personality and Emotion,P245,A1953
Behavioral Science,Which of the following is likely to use dream analysis to help with therapy?,CBT,Psychoanalytic,Humanistic,All of the above,2,"CBT is the therapy that it most likely to use desensitization, psychoanalysis will use dream analysis or free association, and humanism is the most likely to use unconditional positive regard.",No,Personality and Emotion,P245,A1954
Behavioral Science,Which of the following is likely to use unconditional positive regard in therapy?,CBT,Psychoanalytic,Humanistic,All of the above,3,"CBT is the therapy that it most likely to use desensitization, psychoanalysis will use dream analysis or free association, and humanism is the most likely to use unconditional positive regard.",No,Personality and Emotion,P245,A1955
Biochemistry,"In  the Michaelis Menten equation, when the substrate is equivalent to the Km, what is the overall equation?",1/2Vmax,Vmax,[S]Km,Vo=Vmax[Km]/Km+[S],1,"The Michaelis-Menten equation, when the substrate concentration is equivalent to the Km, will ultimately yield 1/2 Vmax. This is because the equation would become Vo=Vmax[Km]/Km+Km, which yield 1/2Vmax.",No,Enzymes,P214,A1956
Biochemistry,A scientist is testing a particular binding inhibitor. He finds that this inhibitor only binds to the enzyme-substrate complex and decreases the Km. Which of the following would likely describe this inhibitor?,Competitive,Noncompetitive,Uncompetitive,Suicide Inhibitor,3,"A competitive inhibitor will bind at the active site, preventing the substrate and enzyme from ever interacting (this can be overcome with the addition of more substrate). A noncompetitive inhibitor binds at an allosteric site away from the active site. An uncompetitive inhibitor binds at the enzyme-substrate complex, ultimately showing decreases in both Km and Vmax because of the increase for affinity. A suicide inhibitor is an inhibitor that binds to an enzyme in a covalent manner, such as with Penicillin G and transpeptidase.",No,Enzymes,P214,A1957
Biochemistry,"A scientist is studying Penicillin G, an antibiotic that works to halt bacterial cell wall synthesis. She finds that Penicillin G covalently binds to transpeptidase, essentially stopping the production of the bacterial cell wall. Which of the following would best classify this?",Competitive,Noncompetitive,Uncompetitive,Suicide Inhibitor,4,"A competitive inhibitor will bind at the active site, preventing the substrate and enzyme from ever interacting (this can be overcome with the addition of more substrate). A noncompetitive inhibitor binds at an allosteric site away from the active site. An uncompetitive inhibitor binds at the enzyme-substrate complex, ultimately showing decreases in both Km and Vmax because of the increase for affinity. A suicide inhibitor is an inhibitor that binds to an enzyme in a covalent manner, such as with Penicillin G and transpeptidase.",Yes,Enzymes,P290,A1958
Biochemistry,A scientist is testing a particular enzyme inhibitor. They find that the inhibitor binds to the active site. Which of the following would best describe this?,Competitive,Noncompetitive,Uncompetitive,Suicide Inhibitor,1,"A competitive inhibitor will bind at the active site, preventing the substrate and enzyme from ever interacting (this can be overcome with the addition of more substrate). A noncompetitive inhibitor binds at an allosteric site away from the active site. An uncompetitive inhibitor binds at the enzyme-substrate complex, ultimately showing decreases in both Km and Vmax because of the increase for affinity. A suicide inhibitor is an inhibitor that binds to an enzyme in a covalent manner, such as with Penicillin G and transpeptidase.",No,Enzymes,P214,A1959
Biochemistry,A scientist is testing a particular enzyme inhibitor. He finds that the inhibitor binds to an allosteric site on the substrate rather than on the active site. Which of the following would best describe this?,Competitive,Noncompetitive,Uncompetitive,Suicide Inhibitor,2,"A competitive inhibitor will bind at the active site, preventing the substrate and enzyme from ever interacting (this can be overcome with the addition of more substrate). A noncompetitive inhibitor binds at an allosteric site away from the active site. An uncompetitive inhibitor binds at the enzyme-substrate complex, ultimately showing decreases in both Km and Vmax because of the increase for affinity. A suicide inhibitor is an inhibitor that binds to an enzyme in a covalent manner, such as with Penicillin G and transpeptidase.",No,Enzymes,P214,A1960
Behavioral Science,John is having issues with voluntary muscle control and weakness in his muscles. Which neurotransmitter is most likely out of wack?,Acetylcholine,Dopamine,GABA,Serotonin,1,"Since John is having issues with his muscles, specifically those associated with voluntary muscle control, he most likely has a deficient level of acetylcholine. Acetylcholine is the body's main neurotransmitter for controlling muscles. If he was having issues with smooth muscle control and specifically shakiness within the muscle movement, he might have been deficient in dopamine. Dopamine is involved in smooth muscle movements, serotonin is involved in mood, sleep, and arousal, and GABA acts as an inhibitory neurotransmitter that stabilizes the brain.",Yes,Neuroscience,P244,A1961
Behavioral Science,"Sarah is scared by a bear that jumps out in front of her. Weighing out her options, she decides to opt out and runs away. Which neurotransmitter was most likely elevated during this scenario?",Acetylcholine,Epinephrine,Serotonin,GABA,2,"There are a number of neurotransmitters that you need to be familiar with when it comes to the MCAT. Acetylcholine is responsible for the voluntary muscle control (deficiency generally leads to symptoms similar to MS). Epinephrine and norepinephrine are the flight-or-fight hormones that are responsible for alertness to the environment as well as involved in the stress response. Dopamine is the pleasure hormone that also has functionalities in controlling smooth movement and decreasing rigidity in the body (deficiency leads to tremors as seen in Parkinson's). Serotonin is involved in the mood and arousal of the body, as well as certain portions of the  REM sleep cycle. GABA and glycine are both inhibitory neurotransmitters that are involved in hyperpolarization of the cell and cause an inhibiton effect within the brain. Glutamate is the brain's main excitatory neurotransmitter and is involved in learning and retention processes. Finally, endorphins are involved in the pain response and regulation of those signals and is mainly released from the anterior pituitary gland.",No,Neuroscience,P244,A1962
Behavioral Science,"Sarah is scared by a bear that jumps out in front of her. Weighing out her options, she decides to opt out and runs away. Which neurotransmitter was most likely elevated during this scenario?",Acetylcholine,Serotonin,Norepinephrine,Glutamate,3,"There are a number of neurotransmitters that you need to be familiar with when it comes to the MCAT. Acetylcholine is responsible for the voluntary muscle control (deficiency generally leads to symptoms similar to MS). Epinephrine and norepinephrine are the flight-or-fight hormones that are responsible for alertness to the environment as well as involved in the stress response. Dopamine is the pleasure hormone that also has functionalities in controlling smooth movement and decreasing rigidity in the body (deficiency leads to tremors as seen in Parkinson's). Serotonin is involved in the mood and arousal of the body, as well as certain portions of the  REM sleep cycle. GABA and glycine are both inhibitory neurotransmitters that are involved in hyperpolarization of the cell and cause an inhibiton effect within the brain. Glutamate is the brain's main excitatory neurotransmitter and is involved in learning and retention processes. Finally, endorphins are involved in the pain response and regulation of those signals and is mainly released from the anterior pituitary gland.",Yes,Neuroscience,P244,A1963
Behavioral Science,"Alexander, a 68 year old male, recently developed Parkinson's disease. He has had decrease mass in his substantia nigra and has a shuffling gait. Which neurotransmitter is most likely in decline given these characteristics?",Acetylcholine,Serotonin,GABA,Dopamine,4,"There are a number of neurotransmitters that you need to be familiar with when it comes to the MCAT. Acetylcholine is responsible for the voluntary muscle control (deficiency generally leads to symptoms similar to MS). Epinephrine and norepinephrine are the flight-or-fight hormones that are responsible for alertness to the environment as well as involved in the stress response. Dopamine is the pleasure hormone that also has functionalities in controlling smooth movement and decreasing rigidity in the body (deficiency leads to tremors as seen in Parkinson's). Serotonin is involved in the mood and arousal of the body, as well as certain portions of the  REM sleep cycle. GABA and glycine are both inhibitory neurotransmitters that are involved in hyperpolarization of the cell and cause an inhibiton effect within the brain. Glutamate is the brain's main excitatory neurotransmitter and is involved in learning and retention processes. Finally, endorphins are involved in the pain response and regulation of those signals and is mainly released from the anterior pituitary gland.",Yes,Neuroscience,P244,A1964
Behavioral Science,"Sarah, a 26 year old female, was recently diagnosed with depression. Due to this, her physician decided to prescribe her an SSRI to help alleviate the symptoms. Which neurotransmitter is Sarah most likely deficient in and/or has issues regulating?",Serotonin,Acetylcholine,GABA,Dopamine,1,"There are a number of neurotransmitters that you need to be familiar with when it comes to the MCAT. Acetylcholine is responsible for the voluntary muscle control (deficiency generally leads to symptoms similar to MS). Epinephrine and norepinephrine are the flight-or-fight hormones that are responsible for alertness to the environment as well as involved in the stress response. Dopamine is the pleasure hormone that also has functionalities in controlling smooth movement and decreasing rigidity in the body (deficiency leads to tremors as seen in Parkinson's). Serotonin is involved in the mood and arousal of the body, as well as certain portions of the  REM sleep cycle. GABA and glycine are both inhibitory neurotransmitters that are involved in hyperpolarization of the cell and cause an inhibiton effect within the brain. Glutamate is the brain's main excitatory neurotransmitter and is involved in learning and retention processes. Finally, endorphins are involved in the pain response and regulation of those signals and is mainly released from the anterior pituitary gland.",No,Neuroscience,P244,A1965
Behavioral Science,Which neurotransmitter is most likely to be increased due to taking benzodiazepines?,Serotonin,GABA,Glutamate,Acetylcholine,2,"There are a number of neurotransmitters that you need to be familiar with when it comes to the MCAT. Acetylcholine is responsible for the voluntary muscle control (deficiency generally leads to symptoms similar to MS). Epinephrine and norepinephrine are the flight-or-fight hormones that are responsible for alertness to the environment as well as involved in the stress response. Dopamine is the pleasure hormone that also has functionalities in controlling smooth movement and decreasing rigidity in the body (deficiency leads to tremors as seen in Parkinson's). Serotonin is involved in the mood and arousal of the body, as well as certain portions of the  REM sleep cycle. GABA and glycine are both inhibitory neurotransmitters that are involved in hyperpolarization of the cell and cause an inhibiton effect within the brain. Glutamate is the brain's main excitatory neurotransmitter and is involved in learning and retention processes. Finally, endorphins are involved in the pain response and regulation of those signals and is mainly released from the anterior pituitary gland.",No,Neuroscience,P244,A1966
Behavioral Science,Which of the following is based on certain parts of the head or brain expanding and relating that to the functionality of the brain?,Phrenology,Extirpation,Neuroscience,None of the above,1,Phrenology is the study of how certain traits or functionalities of the brain are extrapolated on the basis of the expansion of the head and/or skull. Extirpation is the removal of a portion of the brain and then analyzing the aftereffects. Neuroscience is the study of the brain and its divisions.,,Neuroscience,,A1967
Behavioral Science,Which of the following is based on removing a portion of the brain and then analyzing what happens to the subject?,Phrenology,Extirpation,Neuroscience,None of the above,2,Phrenology is the study of how certain traits or functionalities of the brain are extrapolated on the basis of the expansion of the head and/or skull. Extirpation is the removal of a portion of the brain and then analyzing the aftereffects. Neuroscience is the study of the brain and its divisions.,,Neuroscience,,A1968
Biology,The sodium-potassium pump is considered what type of transport?,Passive Transport,Facilitated Diffusion,Primary Active Transport,Secondary Active Transport,3,The sodium-potassium pump is considered a form of primary active transport because it is using the hydrolysis of ATP to directly cause the movement of sodium and potassium ions against their concentration gradients. Passive transport is the movement of ions with their concentration gradients. Facilitated diffusion is a form of passive transport that utilizes pores or protein channels and secondary active transport uses the gradient built by primary active transport to fund the energy expenditure and push ions against their gradients (glucose/potassium pumps).,,Neuroscience,,A1969
Biochemistry,Which of the following could NOT potentially replace the adenine in ATP and still act to perform normal bodily processes?,Guanine,Cytosine,Uracil,Thymine,4,"Thymine is unable to replace adenine as a base in ATP. Breaking down ATP, we find that it is a type of ribose sugar, and would therefore be based on RNA structure rather than just DNA. Thymine is only present as a deoxyribose, and could therefore not be the base that is replaced. Guanine is seen with GTP (GPCR and TCA Cycle), CTP (glycosylation of proteins), and UTP (UDP-glucose). ",,Molecular,,A1970
Biochemistry,Which of the following classifies ATP?,Mid-level energy carrier,Involved in reaction coupling,Regulates enzymes through phosphorylation,All of the above,4,"ATP has multiple functions in the body as an energy carrier. It is considered a mid-level energy carrier molecule, it can provide energy through hydrolysis and coupling to other reactions, can function as a phosphate donor, and can regulate enzymes/processes through phosphorylation. Examples of high-level energy carriers would be things such as cAMP and/or creatine phosphate. Low-level energy carriers would be things such as AMP.",Yes,Molecular,,A1971
Biochemistry,ATP is considered what type of energy carrier?,Low-level,Mid-level,High-level,None of the above,2,"ATP has multiple functions in the body as an energy carrier. It is considered a mid-level energy carrier molecule, it can provide energy through hydrolysis and coupling to other reactions, can function as a phosphate donor, and can regulate enzymes/processes through phosphorylation. Examples of high-level energy carriers would be things such as cAMP and/or creatine phosphate. Low-level energy carriers would be things such as AMP.",,Molecular,,A1972
Biochemistry,Which of the following is considered a mid-level energy carrier?,Creatine phosphate,cAMP,ATP,AMP,3,"ATP has multiple functions in the body as an energy carrier. It is considered a mid-level energy carrier molecule, it can provide energy through hydrolysis and coupling to other reactions, can function as a phosphate donor, and can regulate enzymes/processes through phosphorylation. Examples of high-level energy carriers would be things such as cAMP and/or creatine phosphate. Low-level energy carriers would be things such as AMP.",,Molecular,,A1973
Biochemistry,Which of the following is considered a low-level energy carrier?,Creatine phosphate,cAMP,ATP,AMP,4,"ATP has multiple functions in the body as an energy carrier. It is considered a mid-level energy carrier molecule, it can provide energy through hydrolysis and coupling to other reactions, can function as a phosphate donor, and can regulate enzymes/processes through phosphorylation. Examples of high-level energy carriers would be things such as cAMP and/or creatine phosphate. Low-level energy carriers would be things such as AMP.",,Molecular,,A1974
Biochemistry,Which of the following is considered a high-level energy carrier?,Creatine phosphate,cAMP,ATP,A and B,4,"ATP has multiple functions in the body as an energy carrier. It is considered a mid-level energy carrier molecule, it can provide energy through hydrolysis and coupling to other reactions, can function as a phosphate donor, and can regulate enzymes/processes through phosphorylation. Examples of high-level energy carriers would be things such as cAMP and/or creatine phosphate. Low-level energy carriers would be things such as AMP.",,Molecular,,A1975
Biochemistry,Which of the following is a high-level energy carrier?,Creatine phosphate,AMP,ATP,ADP,1,"ATP has multiple functions in the body as an energy carrier. It is considered a mid-level energy carrier molecule, it can provide energy through hydrolysis and coupling to other reactions, can function as a phosphate donor, and can regulate enzymes/processes through phosphorylation. Examples of high-level energy carriers would be things such as cAMP and/or creatine phosphate. Low-level energy carriers would be things such as AMP.",,Molecular,,A1976
Biochemistry,Which of the following is considered a high-level energy carrier?,AMP,cAMP,ATP,ADP,2,"ATP has multiple functions in the body as an energy carrier. It is considered a mid-level energy carrier molecule, it can provide energy through hydrolysis and coupling to other reactions, can function as a phosphate donor, and can regulate enzymes/processes through phosphorylation. Examples of high-level energy carriers would be things such as cAMP and/or creatine phosphate. Low-level energy carriers would be things such as AMP.",,Molecular,,A1977
Biology,Which of the following allows for a two-way exchange between the cytoplasm and the nucleus?,Nuclear pore,Histones,Lysosomes,Cytoskeletone,1,"The nuclear pore is responsible for allowing the exchange of materials to and from the cytoplasm and nucleus. Generally, in order for a protein to go through this, it must have some type of nuclear factor called the nuclear localization sequence, which allows them to enter. Histones are proteins that DNA coils around forming chromatin. Lysosomes  are involved in the hydrolysis of enzymes and other proteins (phagosomes) to break them down for recycling purposes or for degradation. The cytoskeleton is the portion of the cell that is responsible for providing the structure and helps to maintain shape through the microfilaments, microtubules, and the intermediate filaments.",,The Cell,,A1978
Biology,Which of the following are responsible for having DNA wrap around it?,Nuclear pore,Histones,Lysosomes,Cytoskeletone,2,"The nuclear pore is responsible for allowing the exchange of materials to and from the cytoplasm and nucleus. Generally, in order for a protein to go through this, it must have some type of nuclear factor called the nuclear localization sequence, which allows them to enter. Histones are proteins that DNA coils around forming chromatin. Lysosomes  are involved in the hydrolysis of enzymes and other proteins (phagosomes) to break them down for recycling purposes or for degradation. The cytoskeleton is the portion of the cell that is responsible for providing the structure and helps to maintain shape through the microfilaments, microtubules, and the intermediate filaments.",,The Cell,,A1979
Biology,Which of the following are responsible for housing hydrolysis enzymes that break down other enzymes or proteins?,Nuclear pore,Histones,Lysosomes,Cytoskeletone,3,"The nuclear pore is responsible for allowing the exchange of materials to and from the cytoplasm and nucleus. Generally, in order for a protein to go through this, it must have some type of nuclear factor called the nuclear localization sequence, which allows them to enter. Histones are proteins that DNA coils around forming chromatin. Lysosomes  are involved in the hydrolysis of enzymes and other proteins (phagosomes) to break them down for recycling purposes or for degradation. The cytoskeleton is the portion of the cell that is responsible for providing the structure and helps to maintain shape through the microfilaments, microtubules, and the intermediate filaments.",,The Cell,,A1980
Biology,Which of the following are responsible for the overall structure and shape of the cell?,Nuclear pore,Histones,Lysosomes,Cytoskeletone,4,"The nuclear pore is responsible for allowing the exchange of materials to and from the cytoplasm and nucleus. Generally, in order for a protein to go through this, it must have some type of nuclear factor called the nuclear localization sequence, which allows them to enter. Histones are proteins that DNA coils around forming chromatin. Lysosomes  are involved in the hydrolysis of enzymes and other proteins (phagosomes) to break them down for recycling purposes or for degradation. The cytoskeleton is the portion of the cell that is responsible for providing the structure and helps to maintain shape through the microfilaments, microtubules, and the intermediate filaments.",,The Cell,,A1981
Biology,Which of the following is responsible for the diffusion of molecules and housing the organelles within the cell of eukaryotes?,Cytoplasm,Rough ER,Smooth ER,Golgi Apparatus,1,"In eukaryotic cells, there are many different organelles and other processes that occur that are important to know. The cytosol is responsible for housing all the organelles and allows for the diffusion of molecules. The nuclear pores allow for the passageway to and from the nucleus and cytoplasm, allowing proteins with a nuclear localization sequence to enter. The histones are responsible for the coiling of DNA around itself to build chromatin. The mitochondria is used to run the ETC and oxidative phosphorylation. The Rough ER has ribosomes which intiate the translation of proteins that are going to be secreted in the lumen. The smooth ER is responsible for lipid synthesis as well as detoxification processes.  The Golgi apparatus is responsible for developing membrane-bound sacs that lead to exocytosis. The peroxisomes are responsible for the breakdown of fatty acid chains with the process of beta-oxidation, generating acetyl-CoA to be used in other metabolic processes. The cytoskeleton is responsible for providing the structure for the cell and helps it to maintain its overall shape (composed of microfilaments, microtubules, and intermediate filaments). The nucleus houses the DNA as well as the histone proteins.",,The Cell,,A1982
Biology,"Which of the following is responsible for housing ribosomes, intiating translation when mRNA is brought close to it?",Cytoplasm,Rough ER,Smooth ER,Golgi Apparatus,2,"In eukaryotic cells, there are many different organelles and other processes that occur that are important to know. The cytosol is responsible for housing all the organelles and allows for the diffusion of molecules. The nuclear pores allow for the passageway to and from the nucleus and cytoplasm, allowing proteins with a nuclear localization sequence to enter. The histones are responsible for the coiling of DNA around itself to build chromatin. The mitochondria is used to run the ETC and oxidative phosphorylation. The Rough ER has ribosomes which intiate the translation of proteins that are going to be secreted in the lumen. The smooth ER is responsible for lipid synthesis as well as detoxification processes.  The Golgi apparatus is responsible for developing membrane-bound sacs that lead to exocytosis. The peroxisomes are responsible for the breakdown of fatty acid chains with the process of beta-oxidation, generating acetyl-CoA to be used in other metabolic processes. The cytoskeleton is responsible for providing the structure for the cell and helps it to maintain its overall shape (composed of microfilaments, microtubules, and intermediate filaments). The nucleus houses the DNA as well as the histone proteins.",,The Cell,,A1983
Biology,Which of the following is responsible for the detoxification of substances and lipid synthesis within the cell?,Cytoplasm,Rough ER,Smooth ER,Golgi Apparatus,3,"In eukaryotic cells, there are many different organelles and other processes that occur that are important to know. The cytosol is responsible for housing all the organelles and allows for the diffusion of molecules. The nuclear pores allow for the passageway to and from the nucleus and cytoplasm, allowing proteins with a nuclear localization sequence to enter. The histones are responsible for the coiling of DNA around itself to build chromatin. The mitochondria is used to run the ETC and oxidative phosphorylation. The Rough ER has ribosomes which intiate the translation of proteins that are going to be secreted in the lumen. The smooth ER is responsible for lipid synthesis as well as detoxification processes.  The Golgi apparatus is responsible for developing membrane-bound sacs that lead to exocytosis. The peroxisomes are responsible for the breakdown of fatty acid chains with the process of beta-oxidation, generating acetyl-CoA to be used in other metabolic processes. The cytoskeleton is responsible for providing the structure for the cell and helps it to maintain its overall shape (composed of microfilaments, microtubules, and intermediate filaments). The nucleus houses the DNA as well as the histone proteins.",,The Cell,,A1984
Biology,Which of the following is responsible for developing membrane-bound sacs and is involved in the process of exocytosis?,Cytoplasm,Rough ER,Smooth ER,Golgi Apparatus,4,"In eukaryotic cells, there are many different organelles and other processes that occur that are important to know. The cytosol is responsible for housing all the organelles and allows for the diffusion of molecules. The nuclear pores allow for the passageway to and from the nucleus and cytoplasm, allowing proteins with a nuclear localization sequence to enter. The histones are responsible for the coiling of DNA around itself to build chromatin. The mitochondria is used to run the ETC and oxidative phosphorylation. The Rough ER has ribosomes which intiate the translation of proteins that are going to be secreted in the lumen. The smooth ER is responsible for lipid synthesis as well as detoxification processes.  The Golgi apparatus is responsible for developing membrane-bound sacs that lead to exocytosis. The peroxisomes are responsible for the breakdown of fatty acid chains with the process of beta-oxidation, generating acetyl-CoA to be used in other metabolic processes. The cytoskeleton is responsible for providing the structure for the cell and helps it to maintain its overall shape (composed of microfilaments, microtubules, and intermediate filaments). The nucleus houses the DNA as well as the histone proteins.",,The Cell,,A1985
Biology,Which of the following is involved in the breakdown of fatty acid chains utilizing beta-oxidation?,Peroxisomes,Lysosomes,Mitochondria,Both A and C,4,"In eukaryotic cells, there are many different organelles and other processes that occur that are important to know. The cytosol is responsible for housing all the organelles and allows for the diffusion of molecules. The nuclear pores allow for the passageway to and from the nucleus and cytoplasm, allowing proteins with a nuclear localization sequence to enter. The histones are responsible for the coiling of DNA around itself to build chromatin. The mitochondria is used to run the ETC and oxidative phosphorylation. The Rough ER has ribosomes which intiate the translation of proteins that are going to be secreted in the lumen. The smooth ER is responsible for lipid synthesis as well as detoxification processes.  The Golgi apparatus is responsible for developing membrane-bound sacs that lead to exocytosis. The peroxisomes are responsible for the breakdown of fatty acid chains with the process of beta-oxidation, generating acetyl-CoA to be used in other metabolic processes. The cytoskeleton is responsible for providing the structure for the cell and helps it to maintain its overall shape (composed of microfilaments, microtubules, and intermediate filaments). The nucleus houses the DNA as well as the histone proteins. the main difference between the peroxisomes and the mitochondria is that the peroxisomes are responsible for breaking down LONGER fatty acid chains while the mitochondria breaks down more intermediate-length fatty acid chains.",,The Cell,,A1986
Biology,"Particular types of cells require higher levels of certain organelles in order to function to a higher degree compared to their counterpart cells in other tissues. Of the following, which is most likely to have an elevated level of mitochondria?",Pancreatic islet cells,Sperm cells,Epithelial cells,Red blood cells,2,"In this question, we could have easily eliminated red blood cells, as these do not contain organelles and only house the protein hemoglobin. Sperm cells, given their high motility and the necessity for locomotion, they require lots of mitochondria to generate a lot of ATP. Pancreatic islet cells generally have higher concentration of the rough ER and Golgi apparatusl, as they are responsible for increasing translation at a moment's notice and intermittently needs to excrete something.",Yes,The Cell,,A1987
Biology,"Particular types of cells require higher levels of certain organelles in order to function to a higher degree compared to their counterparts. Of the following, which is most likely to have an elevated level of rough ER?",Pancreatic islet cells,Sperm cells,Epithelial cells,Red blood cells,1,"In this question, we could have easily eliminated red blood cells, as these do not contain organelles and only house the protein hemoglobin. Sperm cells, given their high motility and the necessity for locomotion, they require lots of mitochondria to generate a lot of ATP. Pancreatic islet cells generally have higher concentration of the rough ER and Golgi apparatusl, as they are responsible for increasing translation at a moment's notice and intermittently needs to excrete something.",,The Cell,,A1988
Biology,"Particular types of cells require higher levels of certain organelles in order to function to a higher degree compared to their counterparts. Of the following, which is most likely to have an elevated level of the Golgi apparatus?",Pancreatic islet cells,Sperm cells,Epithelial cells,Red blood cells,1,"In this question, we could have easily eliminated red blood cells, as these do not contain organelles and only house the protein hemoglobin. Sperm cells, given their high motility and the necessity for locomotion, they require lots of mitochondria to generate a lot of ATP. Pancreatic islet cells generally have higher concentration of the rough ER and Golgi apparatusl, as they are responsible for increasing translation at a moment's notice and intermittently needs to excrete something.",,The Cell,,A1989
Biology,"The cytoskeleton is composed of the microfilaments, microtubules, and intermediate filaments. Which of the following compose the microfilaments?",Actin and myosin,Kinesin and Dynein,Keratin and Lamin,All of the above,1,"In this question, we are being asked to correctly take the components and match them to their overall structure. The microfilaments include actin and myosin and are involved in cytokinesis. The microtubules are the pathways to which motor proteins such as dynein and kinesin can walk along, such as cilia and flagella. It is also composed generally of the protein tubulin. Finally, the intermediate filaments help to form more structural components and use thing such as keratin and lamin to help with thiis.",,The Cell,,A1990
Biology,"The cytoskeleton is composed of the microfilaments, microtubules, and intermediate filaments. Which of the following compose the microtubules?",Actin and myosin,Cilia and Flagella,Keratin and Lamin,All of the above,2,"In this question, we are being asked to correctly take the components and match them to their overall structure. The microfilaments include actin and myosin and are involved in cytokinesis. The microtubules are the pathways to which motor proteins such as dynein and kinesin can walk along, such as cilia and flagella. It is also composed generally of the protein tubulin. Finally, the intermediate filaments help to form more structural components and use thing such as keratin and lamin to help with thiis.",,The Cell,,A1991
Biology,"The cytoskeleton is composed of the microfilaments, microtubules, and intermediate filaments. Which of the following compose the intermediate filaments?",Actin and myosin,Kinesin and Dynein,Keratin and Lamin,All of the above,3,"In this question, we are being asked to correctly take the components and match them to their overall structure. The microfilaments include actin and myosin and are involved in cytokinesis. The microtubules are the pathways to which motor proteins such as dynein and kinesin can walk along, such as cilia and flagella. It is also composed generally of the protein tubulin. Finally, the intermediate filaments help to form more structural components and use thing such as keratin and lamin to help with thiis.",,The Cell,,A1992
