Category,Question,1,2,Answer,Explanation,Trial,Subcategory,Image,ID
General Chemistry,A linear electronic geometry has a bond angle of 180.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2525
General Chemistry,A linear electronic geometry has a bond angle of 120.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2526
General Chemistry,A trigonal planar electronic geometry has a bond angle around 120.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2527
General Chemistry,A trigonal planar electronic geometry has a bond angle around 109.5.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2528
General Chemistry,A tetrahedral electronic geometry has a bond angle around 109.5.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2529
General Chemistry,A tetrahedral electronic geometry has a bond angle around 120.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2530
General Chemistry,A trigonal bipyramidal electronic geometry has a bond angle(s) of 90 and 120.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2531
General Chemistry,A trigonal bipyramidal electronic geometry has a bond angle(s) of 90 and 109.5.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2532
General Chemistry,An octahedral electronic geometry has a bond angle of 90.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2533
General Chemistry,An octahedral electronic geometry has a bond angle of 120.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2534
General Chemistry,A molecule with 2 bonded pairs and no lone pairs has a linear molecular shape.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2535
General Chemistry,A molecule with 2 bonded pairs and no lone pairs has a trigonal planar shape.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2536
General Chemistry,A molecule with 3 bonded pairs and no lone pairs has a trigonal planar molecule shape.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2537
General Chemistry,A molecule with 3 bonded pairs and no lone pairs has a bent molecular shape.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2538
General Chemistry,A molecule with 3 bonded pairs and no lone pairs has a linear shape.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2539
General Chemistry,A molecule with 2 bonded pairs and 1 lone pair has a bent molecular shape.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2540
General Chemistry,A molecule with 2 bonded pairs and 1 lone pair has trigonal planar molecular shape.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2541
General Chemistry,A molecule with 2 bonded pairs with 1 lone pair has a linear molecular shape.,TRUE,FALSE,2,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2542
General Chemistry,A molecule with 1 bonded pair with 2 lone pairs has a linear molecule shape.,TRUE,FALSE,1,"Electron geometries can be separated into multiple types and are based on the total number of electron pairs, number of lone pairs, and the number of bonding pairs. Moreover, they are each attributed a bond angle or an approximation of their respective bond angles. Linear electronic geometry includes two electron groups, a hybridization of sp, and has two bonded pairs and no lone pairs. It has a bond angle of 180. Trigonal planar electronic geometry includes molecular shapes of trigonal planar (3 bonded pairs, 0 LP), bent (2 bonded pairs, 1 LP), linear geometry (1 bonded pair, 2 LP), a hybridization of sp2, and a bond angle of around 120. Tetrahedral geometry includes a hybridization of sp3 and its molecular shapes are tetrahedral (4 bonded pairs, 0 LP), trigonal pyramidal (3 bonded pairs, 1 LP), bent (2 bonded pairs, 2 LP), and linear (1 bonded pair, 3 LP), and all of them have a bond angle of around 109.5. The trigonal bipyramidal electronic geometry has a hybridization of sp3d, 5 electronic groups around the central atoms, molecular shapes of trigonal bipyramidal (5 bonded pairs, 0 LP), seesaw (4 bonded pairs, 1 LP), T-shaped (3 bonded pairs, 2 LP), linear (2 bonded pairs and 3 LP), and has bond angles of either 90 or 120. Finally, the octahedral electronic geometry has a hybridization of sp3d2, 6 electron groups around its central atom, molecular shapes of octahedral (6 bonded pairs and 0 LP), square pyramidal (5 bonded pairs, 1 LP), and square planar (4 bonded pairs, 2 LP), and has a bond angle of around 90 degrees.",No,Chemical Interactions,,B2543
